experience_coding,python_user,r_user,sql_user,most_used,compensation,category
0.64,False,True,False,,861.0,< 5 Years
3.8,False,False,True,Scikit-learn,23131.0,< 5 Years
1.0,False,False,False,,57431.0,< 5 Years
3.4,False,False,False,TensorFlow,68504.0,< 5 Years
2.3,False,False,True,Keras,1484.0,< 5 Years
0.42,False,False,False,,8626.0,< 5 Years
2.8,False,False,True,TensorFlow,60976.0,< 5 Years
1.6,False,False,True,PyTorch,1200.0,< 5 Years
12.9,False,True,True,Scikit-learn,119543.0,< 10-15 Years
2.3,False,False,True,Scikit-learn,69555.0,< 5 Years
2.0,False,True,False,Keras,78480.0,< 5 Years
1.5,False,False,False,,1761.0,< 5 Years
29.4,False,False,False,TensorFlow,5161.0, 25+ Years
0.29,False,False,True,Scikit-learn,58251.0,< 5 Years
0.44,False,False,False,TensorFlow,507.0,< 5 Years
1.6,False,True,True,Scikit-learn,298.0,< 5 Years
2.2,False,False,True,,53014.0,< 5 Years
1.2,False,False,True,,73902.0,< 5 Years
6.5,False,False,False,Scikit-learn,32957.0,5-10 Years
4.6,False,False,False,,63455.0,< 5 Years
2.9,False,False,True,,50563.0,< 5 Years
1.9,False,True,True,Scikit-learn,52191.0,< 5 Years
2.8,False,False,False,,724.0,< 5 Years
29.3,False,True,False,,137232.0, 25+ Years
0.59,False,False,True,Scikit-learn,1391.0,< 5 Years
1.5,False,True,False,TensorFlow,72207.0,< 5 Years
0.0,False,False,False,,109168.0,< 5 Years
8.1,False,False,True,,71802.0,5-10 Years
19.1,False,False,True,Scikit-learn,5988.0,< 15-20 Years
22.5,False,False,False,,54612.0, 25+ Years
12.7,False,True,False,PyTorch,121175.0,< 10-15 Years
1.7,False,False,True,PyTorch,34853.0,< 5 Years
4.1,False,False,False,,716.0,< 5 Years
4.7,False,False,False,PyTorch,43232.0,< 5 Years
2.8,False,False,False,,45653.0,< 5 Years
2.4,False,True,True,PyTorch,368.0,< 5 Years
0.89,False,False,False,Scikit-learn,29390.0,< 5 Years
0.73,False,False,False,,61295.0,< 5 Years
0.0,False,False,False,,108499.0,< 5 Years
14.5,False,False,False,Keras,2622.0,< 10-15 Years
3.9,False,False,True,Scikit-learn,8799.0,< 5 Years
3.6,False,False,False,,73197.0,< 5 Years
14.9,False,True,True,,214600.0,< 10-15 Years
2.0,False,False,False,Scikit-learn,59226.0,< 5 Years
1.5,False,True,False,Keras,5219.0,< 5 Years
6.6,False,False,False,Scikit-learn,190730.0,5-10 Years
0.57,False,False,False,Scikit-learn,47461.0,< 5 Years
20.7,False,True,True,Keras,1157452.0, 25+ Years
21.7,False,False,True,Scikit-learn,95316.0, 25+ Years
8.3,False,False,False,Keras,88229.0,5-10 Years
2.9,False,False,True,,51057.0,< 5 Years
1.3,False,False,False,TensorFlow,458.0,< 5 Years
0.87,False,False,True,,67410.0,< 5 Years
0.62,False,False,True,,71397.0,< 5 Years
0.37,False,False,False,,56940.0,< 5 Years
2.6,False,False,False,,40330.0,< 5 Years
1.0,False,True,True,,72260.0,< 5 Years
2.7,False,False,True,Scikit-learn,52532.0,< 5 Years
0.23,False,False,False,,73966.0,< 5 Years
7.6,False,False,False,PyTorch,51327.0,5-10 Years
12.7,False,True,True,,50699.0,< 10-15 Years
1.2,False,False,True,TensorFlow,1925.0,< 5 Years
23.9,False,False,True,Scikit-learn,263700.0, 25+ Years
14.5,False,False,False,Scikit-learn,58024.0,< 10-15 Years
2.9,False,False,True,,2796.0,< 5 Years
0.0,False,False,False,,2870.0,< 5 Years
6.6,False,False,False,Scikit-learn,1594.0,5-10 Years
6.0,False,True,False,,657.0,5-10 Years
0.25,False,False,False,Scikit-learn,687.0,< 5 Years
1.1,False,False,True,,68531.0,< 5 Years
2.1,False,False,False,Keras,4931.0,< 5 Years
0.64,False,False,False,,73688.0,< 5 Years
19.6,False,False,False,,161179.0,< 15-20 Years
3.0,False,True,True,TensorFlow,47139.0,< 5 Years
1.3,False,True,True,Scikit-learn,59938.0,< 5 Years
2.2,False,False,False,,2800.0,< 5 Years
0.58,False,False,False,,60311.0,< 5 Years
10.6,False,True,True,Scikit-learn,199379.0,< 10-15 Years
5.2,False,True,True,Scikit-learn,55747.0,5-10 Years
23.5,False,True,True,Scikit-learn,29133.0, 25+ Years
2.7,False,False,True,Scikit-learn,21308.0,< 5 Years
11.9,False,False,False,Keras,96578.0,< 10-15 Years
0.24,False,False,False,Scikit-learn,67349.0,< 5 Years
0.5,False,False,False,,55556.0,< 5 Years
0.84,False,False,False,,415.0,< 5 Years
2.4,False,False,True,Scikit-learn,56618.0,< 5 Years
0.47,False,True,False,,4793.0,< 5 Years
1.6,False,False,False,Scikit-learn,949.0,< 5 Years
0.75,False,False,False,,4153.0,< 5 Years
1.9,False,True,False,Scikit-learn,61478.0,< 5 Years
3.5,False,False,False,TensorFlow,11361.0,< 5 Years
1.1,False,True,True,,28.0,< 5 Years
17.7,False,False,False,Keras,114910.0,< 15-20 Years
0.23,False,False,False,,61610.0,< 5 Years
0.0,False,False,False,,1758.0,< 5 Years
6.7,False,False,True,TensorFlow,7173.0,5-10 Years
0.47,False,False,True,,12296.0,< 5 Years
0.32,False,True,True,,20265.0,< 5 Years
0.41,False,False,False,Scikit-learn,1833.0,< 5 Years
7.6,False,False,True,,180661.0,5-10 Years
2.5,False,False,False,,7380.0,< 5 Years
3.7,False,False,False,TensorFlow,216109.0,< 5 Years
4.6,False,False,True,,68757.0,< 5 Years
1.4,False,False,True,,70956.0,< 5 Years
5.1,False,False,False,Scikit-learn,232032.0,5-10 Years
6.6,False,False,False,Scikit-learn,86106.0,5-10 Years
2.3,False,False,True,Scikit-learn,148.0,< 5 Years
11.9,False,True,True,,100932.0,< 10-15 Years
17.4,False,False,True,,32521.0,< 15-20 Years
3.9,False,False,False,TensorFlow,72855.0,< 5 Years
0.94,False,False,False,,51586.0,< 5 Years
2.3,False,False,True,Keras,8780.0,< 5 Years
15.4,False,False,True,Scikit-learn,170964.0,< 15-20 Years
0.37,False,False,False,,986.0,< 5 Years
1.8,False,True,False,Scikit-learn,63557.0,< 5 Years
0.58,False,True,True,,57676.0,< 5 Years
0.5,False,False,False,Scikit-learn,27434.0,< 5 Years
0.45,False,False,False,,62528.0,< 5 Years
1.4,False,False,False,Keras,6012.0,< 5 Years
0.37,False,False,False,,60057.0,< 5 Years
2.8,False,False,True,,3164.0,< 5 Years
3.2,False,False,False,TensorFlow,836.0,< 5 Years
2.9,False,False,False,Scikit-learn,62906.0,< 5 Years
16.0,False,False,False,Scikit-learn,115066.0,< 15-20 Years
22.3,False,False,False,TensorFlow,114015.0, 25+ Years
0.54,False,False,False,Scikit-learn,68321.0,< 5 Years
0.98,False,False,False,,70016.0,< 5 Years
0.37,False,False,False,Scikit-learn,59379.0,< 5 Years
14.8,False,False,True,Keras,102750.0,< 10-15 Years
24.7,False,True,False,,7396.0, 25+ Years
6.0,False,False,False,,60028.0,5-10 Years
1.7,False,False,False,Scikit-learn,56015.0,< 5 Years
5.4,False,False,False,TensorFlow,66651.0,5-10 Years
4.9,False,False,False,Scikit-learn,307.0,< 5 Years
0.9,False,True,True,PyTorch,55691.0,< 5 Years
0.9,False,False,False,,68333.0,< 5 Years
0.66,False,True,False,Scikit-learn,65249.0,< 5 Years
3.4,False,False,False,Scikit-learn,71791.0,< 5 Years
0.48,False,False,False,,7985.0,< 5 Years
4.1,False,False,False,,51246.0,< 5 Years
6.7,False,False,False,Scikit-learn,61155.0,5-10 Years
1.6,False,False,False,Scikit-learn,2550.0,< 5 Years
4.1,False,False,False,Scikit-learn,194438.0,< 5 Years
1.5,False,False,True,PyTorch,66170.0,< 5 Years
2.0,False,False,False,Scikit-learn,60547.0,< 5 Years
2.2,False,False,False,,74746.0,< 5 Years
0.23,False,False,False,,72867.0,< 5 Years
0.71,False,False,False,Scikit-learn,53953.0,< 5 Years
1.2,False,False,False,PyTorch,369.0,< 5 Years
15.9,False,True,False,,78573.0,< 15-20 Years
17.8,False,False,False,,34034.0,< 15-20 Years
0.98,False,False,False,,52895.0,< 5 Years
7.8,False,False,True,Scikit-learn,693.0,5-10 Years
22.3,False,False,False,TensorFlow,71516.0, 25+ Years
3.1,False,True,False,Scikit-learn,53348.0,< 5 Years
2.9,False,False,False,Scikit-learn,12749.0,< 5 Years
1.6,False,False,False,TensorFlow,965.0,< 5 Years
22.7,False,True,True,PyTorch,62837.0, 25+ Years
3.3,False,False,True,TensorFlow,73287.0,< 5 Years
2.5,False,False,False,,848.0,< 5 Years
3.4,False,False,False,TensorFlow,38506.0,< 5 Years
4.8,False,False,True,,622.0,< 5 Years
1.1,False,False,True,Scikit-learn,55249.0,< 5 Years
0.31,False,False,True,,51451.0,< 5 Years
4.1,False,False,False,,72294.0,< 5 Years
2.9,False,True,False,Scikit-learn,925.0,< 5 Years
1.3,False,True,True,,69740.0,< 5 Years
14.9,False,False,False,Scikit-learn,195600.0,< 10-15 Years
0.91,False,True,False,,59432.0,< 5 Years
1.6,False,False,True,,32472.0,< 5 Years
27.6,False,False,False,TensorFlow,75960.0, 25+ Years
4.6,False,False,False,PyTorch,12665.0,< 5 Years
1.9,False,False,True,TensorFlow,2391.0,< 5 Years
0.54,False,False,False,,58056.0,< 5 Years
2.5,False,True,True,Keras,59248.0,< 5 Years
0.83,False,False,True,,59944.0,< 5 Years
16.9,False,True,True,Keras,147494.0,< 15-20 Years
1.6,False,False,True,,60077.0,< 5 Years
0.47,False,False,False,,65068.0,< 5 Years
0.0,False,False,False,,467.0,< 5 Years
2.9,False,False,False,Scikit-learn,238.0,< 5 Years
0.45,False,False,False,TensorFlow,63712.0,< 5 Years
15.3,False,False,False,,1716.0,< 15-20 Years
2.0,False,False,True,,53430.0,< 5 Years
2.5,False,False,True,TensorFlow,73884.0,< 5 Years
23.9,False,False,False,Scikit-learn,113086.0, 25+ Years
3.4,False,False,True,Scikit-learn,110227.0,< 5 Years
1.6,False,False,False,Scikit-learn,63731.0,< 5 Years
2.3,False,False,True,TensorFlow,65542.0,< 5 Years
0.53,False,False,False,Scikit-learn,60439.0,< 5 Years
0.0,False,False,False,,9734.0,< 5 Years
7.7,False,True,False,PyTorch,64265.0,5-10 Years
16.0,False,False,False,Keras,38569.0,< 15-20 Years
0.42,False,False,True,,437.0,< 5 Years
0.36,False,False,False,Scikit-learn,67711.0,< 5 Years
1.2,False,False,False,,59487.0,< 5 Years
3.6,False,False,False,PyTorch,7475.0,< 5 Years
2.3,False,False,True,Scikit-learn,869.0,< 5 Years
1.7,False,False,True,TensorFlow,375.0,< 5 Years
2.2,False,False,False,TensorFlow,14724.0,< 5 Years
0.0,False,False,False,,71654.0,< 5 Years
1.3,False,False,False,,63589.0,< 5 Years
2.1,False,False,True,TensorFlow,12767.0,< 5 Years
22.4,False,True,True,,295.0, 25+ Years
1.9,False,False,False,Scikit-learn,3618.0,< 5 Years
23.2,False,False,False,TensorFlow,150790.0, 25+ Years
1.6,False,False,False,PyTorch,74466.0,< 5 Years
0.0,False,False,False,,77664.0,< 5 Years
0.42,False,True,True,,27969.0,< 5 Years
2.1,False,False,False,TensorFlow,63919.0,< 5 Years
0.96,False,False,True,,62695.0,< 5 Years
0.99,False,False,False,,70615.0,< 5 Years
15.4,False,True,True,Scikit-learn,22086.0,< 15-20 Years
0.49,False,True,True,Keras,702.0,< 5 Years
3.7,False,False,False,TensorFlow,47235.0,< 5 Years
3.1,False,False,False,Scikit-learn,71745.0,< 5 Years
1.8,False,True,True,,475.0,< 5 Years
0.32,False,True,True,Scikit-learn,1294.0,< 5 Years
0.25,False,False,True,PyTorch,72134.0,< 5 Years
0.9,False,False,False,,96.0,< 5 Years
0.0,False,False,False,,20697.0,< 5 Years
1.3,False,False,False,Keras,56493.0,< 5 Years
0.21,False,False,True,PyTorch,36682.0,< 5 Years
0.25,False,False,True,Scikit-learn,797.0,< 5 Years
2.0,False,False,False,Keras,71755.0,< 5 Years
1.2,False,True,True,,77002.0,< 5 Years
0.83,False,False,True,Scikit-learn,57906.0,< 5 Years
0.36,False,False,False,,52328.0,< 5 Years
0.78,False,True,False,,117313.0,< 5 Years
1.9,False,False,False,Keras,52114.0,< 5 Years
3.4,False,False,False,PyTorch,200005.0,< 5 Years
0.0,False,False,False,,30666.0,< 5 Years
0.34,False,False,False,,63999.0,< 5 Years
0.74,False,False,False,,66045.0,< 5 Years
3.0,False,False,False,,70456.0,< 5 Years
8.7,False,False,True,Scikit-learn,25830.0,5-10 Years
1.5,False,True,False,Scikit-learn,30212.0,< 5 Years
0.98,False,False,False,Scikit-learn,68769.0,< 5 Years
0.85,False,False,False,,54796.0,< 5 Years
1.1,False,False,True,Scikit-learn,14539.0,< 5 Years
4.0,False,False,False,PyTorch,68533.0,< 5 Years
3.4,False,False,False,Keras,68178.0,< 5 Years
19.0,False,True,True,,227596.0,< 15-20 Years
0.58,False,False,False,TensorFlow,66393.0,< 5 Years
7.1,False,True,True,Scikit-learn,61787.0,5-10 Years
0.86,False,False,False,Scikit-learn,57169.0,< 5 Years
0.79,False,False,False,Keras,66417.0,< 5 Years
2.2,False,False,False,,33738.0,< 5 Years
25.9,False,False,False,Scikit-learn,68998.0, 25+ Years
2.3,False,False,True,Scikit-learn,12990.0,< 5 Years
2.0,False,False,True,Scikit-learn,66235.0,< 5 Years
6.8,False,False,True,Scikit-learn,120872.0,5-10 Years
11.9,False,False,False,Scikit-learn,1264.0,< 10-15 Years
12.3,False,False,True,Scikit-learn,51860.0,< 10-15 Years
26.2,False,True,True,TensorFlow,39644.0, 25+ Years
29.2,False,False,True,Keras,67783.0, 25+ Years
2.0,False,False,False,PyTorch,2006.0,< 5 Years
20.3,False,True,False,Scikit-learn,152427.0, 25+ Years
2.8,False,False,False,Scikit-learn,13021.0,< 5 Years
0.34,False,False,False,,76867.0,< 5 Years
0.5,False,False,False,Keras,1127.0,< 5 Years
10.4,False,False,True,PyTorch,194437.0,< 10-15 Years
0.41,False,False,True,Scikit-learn,5110.0,< 5 Years
3.8,False,False,True,Scikit-learn,23935.0,< 5 Years
14.2,False,False,False,Scikit-learn,68378.0,< 10-15 Years
2.3,False,True,True,Keras,4721.0,< 5 Years
2.7,False,False,True,,56512.0,< 5 Years
2.8,False,False,False,Scikit-learn,69615.0,< 5 Years
0.68,False,True,True,,57962.0,< 5 Years
1.1,False,False,True,Scikit-learn,2660.0,< 5 Years
0.93,False,False,True,,61320.0,< 5 Years
17.1,False,False,True,PyTorch,275076.0,< 15-20 Years
0.0,False,False,False,,59606.0,< 5 Years
0.93,False,False,False,Keras,66288.0,< 5 Years
1.9,False,False,False,Scikit-learn,65938.0,< 5 Years
0.89,False,True,False,PyTorch,58746.0,< 5 Years
2.2,False,False,True,Scikit-learn,8768.0,< 5 Years
3.3,False,False,False,Keras,2499.0,< 5 Years
1.7,False,False,True,TensorFlow,4.0,< 5 Years
19.2,False,True,True,Scikit-learn,55692.0,< 15-20 Years
21.8,False,False,True,PyTorch,52806.0, 25+ Years
6.8,False,False,True,Scikit-learn,116824.0,5-10 Years
8.3,False,False,False,Keras,16992.0,5-10 Years
0.43,False,False,False,Scikit-learn,71833.0,< 5 Years
4.1,False,False,True,TensorFlow,65136.0,< 5 Years
22.4,False,False,True,TensorFlow,44390.0, 25+ Years
1.1,False,False,False,Scikit-learn,51161.0,< 5 Years
3.9,False,False,True,Scikit-learn,99564.0,< 5 Years
12.2,False,False,False,Keras,80369.0,< 10-15 Years
0.95,False,False,True,,58527.0,< 5 Years
0.99,False,False,False,,186889.0,< 5 Years
3.0,False,False,False,,52367.0,< 5 Years
1.5,False,True,True,PyTorch,57831.0,< 5 Years
0.34,False,False,True,Scikit-learn,71439.0,< 5 Years
2.2,False,True,False,Keras,63046.0,< 5 Years
1.9,False,False,False,,10794.0,< 5 Years
19.8,False,False,True,Scikit-learn,3937.0,< 15-20 Years
0.89,False,True,True,,69251.0,< 5 Years
5.9,False,False,True,TensorFlow,919.0,5-10 Years
1.2,False,False,True,Scikit-learn,6616.0,< 5 Years
0.31,False,False,True,,70812.0,< 5 Years
24.1,False,False,False,Scikit-learn,61666.0, 25+ Years
14.9,False,False,True,,50654.0,< 10-15 Years
4.9,False,False,False,TensorFlow,57956.0,< 5 Years
2.7,False,True,False,Scikit-learn,354.0,< 5 Years
2.4,False,False,True,Keras,60303.0,< 5 Years
1.4,False,True,False,,55282.0,< 5 Years
3.6,False,False,True,Scikit-learn,156602.0,< 5 Years
9.1,False,False,False,PyTorch,13288.0,5-10 Years
27.1,False,False,False,Scikit-learn,124608.0, 25+ Years
0.0,False,False,False,,177.0,< 5 Years
4.5,False,False,True,Scikit-learn,55465.0,< 5 Years
1.5,False,False,True,Scikit-learn,82670.0,< 5 Years
0.78,False,False,True,Scikit-learn,57370.0,< 5 Years
1.3,False,False,False,Scikit-learn,70456.0,< 5 Years
4.3,False,False,True,PyTorch,63016.0,< 5 Years
2.4,False,False,False,Scikit-learn,203518.0,< 5 Years
1.9,False,False,True,Keras,30673.0,< 5 Years
3.7,False,True,True,TensorFlow,41112.0,< 5 Years
5.7,False,False,True,,61515.0,5-10 Years
3.8,False,False,True,Keras,65759.0,< 5 Years
0.83,False,False,True,Scikit-learn,54005.0,< 5 Years
1.8,False,True,True,,50606.0,< 5 Years
2.7,False,False,False,Scikit-learn,111.0,< 5 Years
0.45,False,False,True,PyTorch,14911.0,< 5 Years
0.0,False,False,False,,5956.0,< 5 Years
0.33,False,False,False,,51381.0,< 5 Years
6.2,False,False,True,Keras,235253.0,5-10 Years
1.8,False,False,False,Scikit-learn,52493.0,< 5 Years
6.9,False,False,True,Keras,52271.0,5-10 Years
20.0,False,False,True,Scikit-learn,31318.0, 25+ Years
2.5,False,False,False,,62032.0,< 5 Years
5.4,False,False,False,Keras,755.0,5-10 Years
4.4,False,False,False,Keras,69675.0,< 5 Years
1.7,False,False,False,Scikit-learn,54766.0,< 5 Years
1.7,False,True,False,Keras,67663.0,< 5 Years
2.3,False,False,False,,57993.0,< 5 Years
3.8,False,False,False,TensorFlow,74491.0,< 5 Years
2.4,False,False,False,PyTorch,96836.0,< 5 Years
2.9,False,False,False,Keras,67261.0,< 5 Years
3.1,False,False,False,Scikit-learn,50447.0,< 5 Years
0.7,False,False,True,Scikit-learn,70919.0,< 5 Years
11.6,False,False,False,Keras,249889.0,< 10-15 Years
1.7,False,False,False,Scikit-learn,53735.0,< 5 Years
1.9,False,False,True,Keras,62454.0,< 5 Years
0.39,False,True,True,,963.0,< 5 Years
1.4,False,False,False,TensorFlow,59200.0,< 5 Years
0.72,False,False,False,,2613.0,< 5 Years
16.6,False,False,True,TensorFlow,37241.0,< 15-20 Years
0.75,False,False,True,Scikit-learn,12801.0,< 5 Years
1.6,False,True,True,,62744.0,< 5 Years
0.33,False,False,False,Scikit-learn,51991.0,< 5 Years
12.0,False,False,True,Scikit-learn,48582.0,< 10-15 Years
4.0,False,False,True,PyTorch,5079.0,< 5 Years
18.9,False,False,True,,57291.0,< 15-20 Years
0.44,False,True,True,Scikit-learn,53043.0,< 5 Years
1.4,False,False,True,TensorFlow,655.0,< 5 Years
1.0,False,False,False,Scikit-learn,946.0,< 5 Years
0.37,False,False,True,,68925.0,< 5 Years
7.4,False,False,False,TensorFlow,64659.0,5-10 Years
3.5,False,False,True,PyTorch,91245.0,< 5 Years
1.5,False,False,True,Scikit-learn,22158.0,< 5 Years
0.92,False,False,True,,59712.0,< 5 Years
0.63,False,False,False,TensorFlow,69104.0,< 5 Years
18.4,False,True,True,Scikit-learn,110058.0,< 15-20 Years
1.3,False,False,False,,74513.0,< 5 Years
18.9,False,False,True,Scikit-learn,55346.0,< 15-20 Years
0.0,False,False,False,,11180.0,< 5 Years
3.1,False,False,False,PyTorch,31215.0,< 5 Years
0.61,False,False,False,Scikit-learn,56474.0,< 5 Years
2.5,False,False,False,Keras,6880.0,< 5 Years
1.6,False,True,False,Scikit-learn,86435.0,< 5 Years
1.7,False,False,False,,69702.0,< 5 Years
0.31,False,False,True,Scikit-learn,54105.0,< 5 Years
18.4,False,False,True,,19151.0,< 15-20 Years
2.4,False,False,True,Keras,55292.0,< 5 Years
0.38,False,False,True,,74266.0,< 5 Years
1.2,False,True,True,Scikit-learn,839.0,< 5 Years
2.2,False,False,False,Keras,54336.0,< 5 Years
5.1,False,False,False,,12166.0,5-10 Years
1.1,False,False,False,Keras,682.0,< 5 Years
8.8,False,True,True,PyTorch,93097.0,5-10 Years
0.65,False,False,False,,67507.0,< 5 Years
28.6,False,False,False,PyTorch,53579.0, 25+ Years
1.6,False,False,True,PyTorch,447456.0,< 5 Years
1.2,False,False,True,,70059.0,< 5 Years
2.7,False,False,False,,74320.0,< 5 Years
7.3,False,False,False,,56509.0,5-10 Years
2.8,False,True,True,Scikit-learn,55300.0,< 5 Years
4.7,False,False,True,Scikit-learn,74676.0,< 5 Years
0.0,False,False,False,,689.0,< 5 Years
1.8,False,True,False,Scikit-learn,59757.0,< 5 Years
1.3,False,False,False,PyTorch,866.0,< 5 Years
7.5,False,False,False,TensorFlow,9002.0,5-10 Years
1.6,False,False,True,,55316.0,< 5 Years
22.7,False,False,False,Keras,272018.0, 25+ Years
0.32,False,False,True,TensorFlow,70048.0,< 5 Years
2.6,False,False,False,Scikit-learn,577.0,< 5 Years
1.0,False,True,False,Scikit-learn,57104.0,< 5 Years
1.6,False,False,False,,37.0,< 5 Years
1.7,False,False,False,TensorFlow,54.0,< 5 Years
0.42,False,False,False,Scikit-learn,552.0,< 5 Years
26.8,False,True,True,Scikit-learn,130087.0, 25+ Years
2.4,False,True,True,,74857.0,< 5 Years
7.3,False,False,False,Scikit-learn,71081.0,5-10 Years
0.27,False,False,False,Scikit-learn,51095.0,< 5 Years
14.0,False,False,True,PyTorch,182939.0,< 10-15 Years
2.7,False,False,True,PyTorch,48673.0,< 5 Years
7.9,False,True,True,,64455.0,5-10 Years
0.98,False,False,False,Scikit-learn,994.0,< 5 Years
1.7,False,True,True,,38367.0,< 5 Years
0.2,False,False,False,,70691.0,< 5 Years
2.7,False,False,False,Scikit-learn,52922.0,< 5 Years
2.0,False,False,False,Scikit-learn,51572.0,< 5 Years
25.5,False,True,False,PyTorch,91269.0, 25+ Years
27.6,False,False,False,Scikit-learn,104615.0, 25+ Years
0.85,False,False,True,PyTorch,3831.0,< 5 Years
3.9,False,False,False,Keras,50165.0,< 5 Years
3.8,False,False,True,,74981.0,< 5 Years
7.2,False,True,False,Scikit-learn,154101.0,5-10 Years
2.1,False,False,True,TensorFlow,330.0,< 5 Years
4.7,False,False,False,Scikit-learn,53103.0,< 5 Years
0.81,False,False,False,,69364.0,< 5 Years
8.8,False,False,True,Keras,56538.0,5-10 Years
4.3,False,False,False,Keras,70959.0,< 5 Years
4.5,False,False,True,TensorFlow,74954.0,< 5 Years
12.8,False,False,False,Scikit-learn,2629.0,< 10-15 Years
1.5,False,False,True,Scikit-learn,8922.0,< 5 Years
10.9,False,False,True,PyTorch,191185.0,< 10-15 Years
1.6,False,False,True,Keras,63389.0,< 5 Years
9.2,False,False,True,Keras,85799.0,5-10 Years
0.27,False,False,True,PyTorch,55702.0,< 5 Years
0.93,False,False,False,,9533.0,< 5 Years
1.1,False,False,False,,51912.0,< 5 Years
3.0,False,True,True,Keras,688.0,< 5 Years
8.7,False,False,False,Keras,50001.0,5-10 Years
3.8,False,False,True,Scikit-learn,66955.0,< 5 Years
4.1,False,True,False,Scikit-learn,822.0,< 5 Years
18.1,False,True,False,,29850.0,< 15-20 Years
1.6,False,False,True,TensorFlow,61983.0,< 5 Years
0.72,False,False,True,,66091.0,< 5 Years
0.23,False,False,False,TensorFlow,1783.0,< 5 Years
3.2,False,True,False,Keras,5074.0,< 5 Years
8.1,False,True,True,TensorFlow,43935.0,5-10 Years
10.4,False,True,False,Keras,3675.0,< 10-15 Years
29.6,False,False,False,,21208.0, 25+ Years
10.4,False,False,False,,56080.0,< 10-15 Years
16.1,False,False,False,PyTorch,98280.0,< 15-20 Years
0.52,False,False,False,,73305.0,< 5 Years
24.6,False,False,True,TensorFlow,27614.0, 25+ Years
4.3,False,False,True,TensorFlow,55137.0,< 5 Years
4.3,False,False,True,,66252.0,< 5 Years
0.52,False,False,False,Keras,291.0,< 5 Years
2.6,False,False,True,TensorFlow,7477.0,< 5 Years
9.8,False,False,True,Scikit-learn,12337.0,5-10 Years
3.6,False,False,True,Scikit-learn,64653.0,< 5 Years
0.21,False,False,True,Scikit-learn,50399.0,< 5 Years
0.73,False,False,True,,60702.0,< 5 Years
27.6,False,True,True,Scikit-learn,51593.0, 25+ Years
1.5,False,False,False,Keras,188.0,< 5 Years
0.0,False,False,False,,718.0,< 5 Years
1.0,False,False,False,,55687.0,< 5 Years
2.6,False,True,True,TensorFlow,61539.0,< 5 Years
1.5,False,False,True,PyTorch,25897.0,< 5 Years
6.3,False,False,False,PyTorch,62662.0,5-10 Years
1.5,False,False,True,Keras,66206.0,< 5 Years
6.8,False,False,False,Scikit-learn,72097.0,5-10 Years
4.0,False,False,False,Scikit-learn,64740.0,< 5 Years
2.6,False,True,False,TensorFlow,71172.0,< 5 Years
2.1,False,False,False,TensorFlow,53068.0,< 5 Years
0.95,False,False,False,TensorFlow,57264.0,< 5 Years
26.1,False,True,True,PyTorch,108256.0, 25+ Years
1.2,False,True,True,,31086.0,< 5 Years
26.3,False,False,True,,211540.0, 25+ Years
0.0,False,False,False,,82289.0,< 5 Years
1.0,False,False,True,Keras,672.0,< 5 Years
3.9,False,False,False,Keras,956.0,< 5 Years
22.0,False,True,True,Scikit-learn,187449.0, 25+ Years
0.62,False,False,False,Scikit-learn,1235.0,< 5 Years
0.65,False,False,False,,60860.0,< 5 Years
0.73,False,False,True,,10595.0,< 5 Years
8.9,False,False,False,Keras,68979.0,5-10 Years
10.2,False,True,True,TensorFlow,55184.0,< 10-15 Years
0.57,False,False,False,TensorFlow,369.0,< 5 Years
0.32,False,True,True,Scikit-learn,69146.0,< 5 Years
4.9,False,False,True,Keras,55260.0,< 5 Years
22.0,False,False,True,Scikit-learn,108291.0, 25+ Years
15.2,False,True,True,TensorFlow,602.0,< 15-20 Years
0.96,False,False,False,PyTorch,62246.0,< 5 Years
12.3,False,True,False,,12019.0,< 10-15 Years
2.6,False,False,False,Scikit-learn,4573.0,< 5 Years
14.8,False,False,True,Scikit-learn,111982.0,< 10-15 Years
10.2,False,True,False,,15926.0,< 10-15 Years
0.0,False,False,False,,66579.0,< 5 Years
3.3,False,True,True,Scikit-learn,1165.0,< 5 Years
2.5,False,False,True,PyTorch,116094.0,< 5 Years
2.8,False,False,False,Scikit-learn,124903.0,< 5 Years
2.4,False,False,False,Scikit-learn,9535.0,< 5 Years
5.8,False,False,False,,2112.0,5-10 Years
28.1,False,False,False,Scikit-learn,8005.0, 25+ Years
0.5,False,True,False,Scikit-learn,68649.0,< 5 Years
7.3,False,True,True,PyTorch,81303.0,5-10 Years
1.0,False,False,False,Scikit-learn,70546.0,< 5 Years
8.4,False,False,True,TensorFlow,1503.0,5-10 Years
3.9,False,True,True,Keras,72104.0,< 5 Years
1.6,False,False,False,,72218.0,< 5 Years
2.1,False,False,True,,59270.0,< 5 Years
19.8,False,False,True,Scikit-learn,27907.0,< 15-20 Years
0.9,False,False,False,Scikit-learn,51739.0,< 5 Years
22.9,False,False,False,PyTorch,58055.0, 25+ Years
1.3,False,False,True,Scikit-learn,72437.0,< 5 Years
3.9,False,False,True,Scikit-learn,77433.0,< 5 Years
3.7,False,True,False,Scikit-learn,54931.0,< 5 Years
4.8,False,True,False,,37446.0,< 5 Years
19.5,False,False,False,Scikit-learn,39126.0,< 15-20 Years
3.0,False,False,False,Scikit-learn,72508.0,< 5 Years
4.2,False,True,False,,69527.0,< 5 Years
5.5,False,False,True,Scikit-learn,52657.0,5-10 Years
